date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,windowcenter,trialduration,trialtimeout,blocktimeout,response,correct,latency,inwindow
80918,17:27:01,320555493,743970945,4.0.10.0,1,1,end_of_study_questions_ufirst,politics,0,0,0,0,0,0,somewhat democratic,1,5552,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,2,end_of_study_questions_ufirst,awareness,0,0,0,0,0,0,all,1,8907,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,3,end_of_study_questions_ufirst,demand,0,0,0,0,0,0,My responses were genuinely based on whether I was influenced or not,1,4547,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,4,end_of_study_questions_ufirst,influence_general,0,0,0,0,0,0,most,1,9999,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,5,end_of_study_questions_ufirst,unintentionality,0,0,0,0,0,0,about half,1,5514,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,6,end_of_study_questions_ufirst,intentionality,0,0,0,0,0,0,all,1,4588,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,7,end_of_study_questions_ufirst,self_exclusion_1,0,0,0,0,0,0,"No, exclude my data (please specify why):",1,5046,0
80918,17:27:01,320555493,743970945,4.0.10.0,1,7,end_of_study_questions_ufirst,self_exclusion_1other,0,0,0,0,0,0,q,1,5046,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,1,end_of_study_questions_ufirst,politics,0,0,0,0,0,0,somewhat democratic,1,7442,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,2,end_of_study_questions_ufirst,awareness,0,0,0,0,0,0,all,1,22643,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,3,end_of_study_questions_ufirst,demand,0,0,0,0,0,0,My responses were genuinely based on whether I was influenced or not,1,18209,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,4,end_of_study_questions_ufirst,influence_general,0,0,0,0,0,0,less than half,1,9194,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,5,end_of_study_questions_ufirst,unintentionality,0,0,0,0,0,0,a few,1,8900,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,6,end_of_study_questions_ufirst,intentionality,0,0,0,0,0,0,none,1,15305,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,7,end_of_study_questions_ufirst,self_exclusion_1,0,0,0,0,0,0,"Yes, use my data",1,4063,0
80918,11:59:55,39586963,347524095,4.0.10.0,1,7,end_of_study_questions_ufirst,self_exclusion_1other,0,0,0,0,0,0,,1,4063,0
80918,09:25:12,288208,77268698,4.0.10.0,1,1,end_of_study_questions_ifirst,politics,0,0,0,0,0,0,a little democratic,1,6016,0
80918,09:25:12,288208,77268698,4.0.10.0,1,2,end_of_study_questions_ifirst,awareness,0,0,0,0,0,0,all,1,26167,0
80918,09:25:12,288208,77268698,4.0.10.0,1,3,end_of_study_questions_ifirst,demand,0,0,0,0,0,0,My responses were genuinely based on whether I was influenced or not,1,9382,0
80918,09:25:12,288208,77268698,4.0.10.0,1,4,end_of_study_questions_ifirst,influence_general,0,0,0,0,0,0,less than half,1,10844,0
80918,09:25:12,288208,77268698,4.0.10.0,1,5,end_of_study_questions_ifirst,intentionality,0,0,0,0,0,0,a few,1,6725,0
80918,09:25:12,288208,77268698,4.0.10.0,1,6,end_of_study_questions_ifirst,unintentionality,0,0,0,0,0,0,a few,1,6951,0
80918,09:25:12,288208,77268698,4.0.10.0,1,7,end_of_study_questions_ifirst,self_exclusion_1,0,0,0,0,0,0,"Yes, use my data",1,8951,0
80918,09:25:12,288208,77268698,4.0.10.0,1,7,end_of_study_questions_ifirst,self_exclusion_1other,0,0,0,0,0,0,,1,8951,0
