date,time,subject,blockcode,blocknum,prime_type,trialnum,values.primestim,values.targetstim,correct,latency,trial.prime_obama.totalpercentcorrect,trial.prime_trump.totalpercentcorrect,influenced,trump_prime,obama_prime,pol_amp_effect,negative_prime,positive_prime,normed_amp_effect,awareness,demand_pn,demand_to,influence_general_pn,influence_general_to,intentionality_pn,intentionality_to,politics,self_exclusion_1,self_exclusion_1other,unintentionality_pn,unintentionality_to,influence_rate_pol,influence_rate_norm,party
100918,11:36:29,548346706,test,2,1,2,3,71,0,1287,0,0,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,0,4,1,61,1,1103,0,100,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,0,6,6,15,0,784,0,50,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,1,8,5,43,0,1207,0,50,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,1,10,6,36,1,663,33,50,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,0,12,4,20,1,596,33,66,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,0,14,3,62,1,906,33,75,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,1,16,1,8,1,731,50,75,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,1,18,3,67,1,632,60,75,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
100918,11:36:29,548346706,test,2,0,20,5,17,0,416,60,60,0,0.6111111111111112,0.6388888888888888,0.02777777777777768,0.5277777777777778,0.7777777777777778,0.25,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,I don't know,none,none,very republican,"Yes, use my data",,about half,about half,0,0.18055555555555555,0
