group,influence_rate,std_amp_effect
0,0.7988733499487718,-0.6923438099837095
0,0.9031828981403385,-0.259665236046676
0,0.6100677702356998,-0.809494681716133
0,0.7183417247550957,-0.5555073597931492
0,0.9534178407863045,-0.7824453810569145
0,0.7575080544450576,-0.8161393478622694
0,0.5966789306875462,-0.5924476693864582
0,0.9514687671340534,-0.9033471782848986
0,0.6583654552373605,-0.8754082897776797
0,0.6479651505453738,-0.749179464567189
0,0.4018807148737398,-0.613159137932891
0,0.7453101884377619,-0.55653520871478
0,0.8180397664403061,-0.3039220659333577
0,0.6937418896278834,-0.4682685199465687
0,0.6975777542668532,-0.2400739662901044
0,0.822451170413544,-0.8251627881709839
0,0.7948550697258958,-0.6822472072580292
0,0.41352241754183694,-0.645499314712849
0,0.59880433302520375,-0.7291778117334728
0,0.730199435455941,-0.6333373871085102
0,0.7184074630240466,-0.4675509705516483
0,0.7509851655998605,-0.4968001587381051
0,0.7173353812689284,-0.7399928399266027
0,0.6096150340520468,-0.919397755595173
0,0.5424878903780115,-0.5579384705174741
0,0.4754594330097354,-0.6805646113243733
0,0.6242054928627665,-0.7667155718010591
0,0.7607405502051797,-0.3163269424194764
0,0.7083445516299426,-0.6189645316589072
0,0.7717285311387259,-0.7797036323656756
0,0.8553034781964508,-0.5147002931726123
0,0.513804063601922,-0.4668764553922682
0,0.7121895211123959,-0.48317545818505403
0,0.5691916302333508,-0.8696791353038525
0,0.813645488900276,-0.7669361217957004
0,0.9074924096935112,-0.877959431848976
0,0.9091518534817387,-0.42951342171295553
0,0.5611339509548188,-0.899849760829053
0,0.5422415768439066,-0.8216822389530426
0,0.8889706337164457,-0.8004514264829453
0,0.7112334721640174,-0.5309187667199949
0,0.588476007384716,-0.4452293784392978
0,0.6726109268142957,-0.8222898235601295
0,0.7971569314847593,-0.8485929282221492
0,0.9001258054779036,-0.5077114133175348
0,0.6804404156355598,-0.5511074006120733
0,0.7144968663301834,-0.13840966076544747
0,0.603359716983281,-0.9582732435924699
0,0.6993604336723459,-0.7441028078759598
0,0.7204559689052877,-0.6306688611956861
0,0.7803422308758285,-0.864649320923148
0,0.7641731999803206,-0.9198434850989525
0,0.7013258206757207,-0.47715395212997125
0,0.7406482412208087,-0.5334808722716131
0,0.9453637613355059,-0.4983926165187811
0,0.787755315100471,-0.46145450231312485
0,0.8276568965366428,-0.7891216280116056
0,0.914174430320993,-0.9112579799597104
0,0.5991559233886325,-0.5761902643806966
0,0.6310812007679056,-0.8844481008291999
0,0.6563026409488072,-0.5425955802365072
0,0.6778179927993365,-0.29232656257177353
0,0.6877477869335394,-0.5599917384394962
0,0.9495555822277673,-0.5141784187702454
0,0.5296694560983186,-0.8419612727523458
0,0.6428601867633033,-0.6138277012293358
0,0.5115157185170741,-0.5523417501235692
0,0.5547782960763287,-0.8668613617342693
0,0.6662189145003431,-0.8078463615443898
0,0.9757713670997401,-0.5253710965286134
0,0.7888354084870357,-0.6940149400023568
0,0.6727709949371242,-0.8352691244807263
0,0.4430711332648018,-0.8202048279710245
0,0.7774634182157002,-0.9013572634031457
0,0.6644279307470665,-0.5026141972378974
0,0.6623517031669004,-0.6760474753915428
0,0.6830858498650482,-0.5902197539703291
0,0.8766048409095616,-0.610128951126518
0,0.6761049285027789,-0.7425253629908769
0,0.6704231205706837,-0.9061576339262161
0,0.7773682752826585,-0.36199208547539974
0,0.8202534123811278,-0.5122629805817361
0,0.8451414423025649,-0.9326154773351492
0,0.6204058776692487,-0.373519247059447
0,0.7827469008117744,-0.5852364519794107
0,0.8939093680536,-0.6975305566281104
0,0.6363520643174139,-0.7544731333064854
0,0.8483971145338128,-0.5430117219865868
0,0.9369778806723666,-0.27291926586859727
0,0.8381795521733403,-0.4395982796135616
0,0.7091119082559189,-0.8323564082524394
0,0.5873047691846548,-0.6691746761107326
0,0.8443904947006459,-0.5685859775682577
0,0.7803713209569768,-0.6624438314545315
0,0.77998158160221,-0.8331258131004987
0,0.8576416198787445,-0.7269611376225218
0,0.377648849213453,-0.6720531429931593
0,0.5783393243827425,-0.7916432759715188
0,0.9718306676216764,-0.6747214708344641
0,0.7161160516437078,-0.8134246079821796
0,0.6794070851080153,-0.30923404633640905
0,0.7904628636492163,-0.40379104253012393
0,0.4205774544989835,-0.4795731065086092
0,0.680261325225075,-0.7376508626671796
0,0.9538563238421459,-0.7829048882600415
0,0.7491320672706442,-0.7043245239602758
0,0.5119027401539342,-0.47592961276618073
0,0.7315422182309944,-0.7391395064962827
0,0.7133027794208556,-0.7792628934637496
0,0.9242410706314977,-0.6014974697641012
0,0.7578921952840414,-0.9068529824120604
0,0.6401793043819016,-0.6097937466145192
0,0.4812231042812378,-0.5491391654422282
0,0.6542345742611454,-0.46352185177185856
0,0.6874312830724455,-0.913771655113331
0,0.629989005114543,-0.8256325222319858
0,0.5958604942039332,-0.7895404128119012
0,0.7258217422268972,-0.6373789000045551
0,0.8682985715093992,-0.994809943020605
0,0.5910449212836827,-0.7967098857076773
0,0.7087791592731494,-0.908378545711094
0,0.8298064210357528,-0.6231778585075556
0,0.505091235041474,-0.7133588760671596
0,0.984340454874996,-0.9016629240208994
0,0.8574949127710756,-0.8556888404511324
0,0.5982634047015932,-0.7830964960684561
0,0.6302728803691178,-0.46414968668905043
0,0.8209086779724024,-0.722389835203237
0,0.7987941934781876,-0.5135409048852912
0,0.711017723692273,-0.4529139954263674
0,0.9182413811372119,-0.7003810736534265
0,0.558442965290632,-0.7111397031558515
0,0.9849569155810011,-0.6060714542426612
0,0.8064949373815693,-0.8328209103467487
0,0.6120626115857275,-0.9990507568839253
0,0.42855785496645027,-0.7858550247252161
0,0.7574597064453334,-0.8190071899660508
0,0.8875834157388236,-0.7919865148816567
0,0.8315333943843036,-0.5032634020630866
0,0.666547956419523,-0.4755549726868127
0,0.6625166968301892,-0.89605845644
0,0.792475120190366,-0.4308662223795495
0,0.7493207933706165,-0.5940436517296414
