"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","trialduration","trialtimeout","response","correct","latency"
"031220","11:34:48","985910839","275959242","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d5320870c2a6a0001cc6c7a","1","15758"
"031220","11:34:48","985910839","275959242","5.0.14.0","1","2","demographics","age","0","0","0","0","45","1","3275"
"031220","11:34:48","985910839","275959242","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5286"
"031220","11:37:17","564773130","934184894","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e6a06facd471a0009ef70a1","1","42031"
"031220","11:37:17","564773130","934184894","5.0.14.0","1","2","demographics","age","0","0","0","0","36","1","13293"
"031220","11:37:17","564773130","934184894","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","5283"
"031220","11:37:36","210909388","783135526","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e42a6f012145b000abd2b14","1","28986"
"031220","11:37:36","210909388","783135526","5.0.14.0","1","2","demographics","age","0","0","0","0","46","1","5815"
"031220","11:37:36","210909388","783135526","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","6377"
"031220","11:38:52","773995000","681665074","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e4250d9fb96eb0def6db974","1","7193"
"031220","11:38:52","773995000","681665074","5.0.14.0","1","2","demographics","age","0","0","0","0","29","1","4416"
"031220","11:38:52","773995000","681665074","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","8219"
"031220","08:39:23","187565178","657827818","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e59231c14a6a41332efb648","1","5694"
"031220","08:39:23","187565178","657827818","5.0.14.0","1","2","demographics","age","0","0","0","0","41","1","4089"
"031220","08:39:23","187565178","657827818","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","4508"
"031220","22:42:06","470683520","930819324","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e4de07e70e1ed238b93f1e2","1","21498"
"031220","22:42:06","470683520","930819324","5.0.14.0","1","2","demographics","age","0","0","0","0","29 ","1","5417"
"031220","22:42:06","470683520","930819324","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","2867"
"031220","11:42:35","971202821","529245839","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5024d8b0c66e06d4d4c5d8","1","14481"
"031220","11:42:35","971202821","529245839","5.0.14.0","1","2","demographics","age","0","0","0","0","34","1","3433"
"031220","11:42:35","971202821","529245839","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3907"
"031220","11:43:21","420394703","476195033","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5e6ff9af84e81894d9f5c4","1","32458"
"031220","11:43:21","420394703","476195033","5.0.14.0","1","2","demographics","age","0","0","0","0","23","1","2047"
"031220","11:43:21","420394703","476195033","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","12756"
"031220","19:44:20","324900586","784622650","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c80eb25642a90015485aca ","1","8158"
"031220","19:44:20","324900586","784622650","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","3392"
"031220","19:44:20","324900586","784622650","5.0.14.0","1","3","demographics","gender","0","0","0","0","F","1","1863"
"031220","11:44:02","368564718","893305361","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5cc815dafd984912002c50 ","1","62567"
"031220","11:44:02","368564718","893305361","5.0.14.0","1","2","demographics","age","0","0","0","0","35","1","2955"
"031220","11:44:02","368564718","893305361","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","2732"
"031220","11:42:13","323026927","823364830","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5e7e81381c27000b1e9cba","1","149958"
"031220","11:42:13","323026927","823364830","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","2391"
"031220","11:42:13","323026927","823364830","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3518"
"031220","11:45:24","609538363","889419662","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d89f1122cbec60001e97975","1","8119"
"031220","11:45:24","609538363","889419662","5.0.14.0","1","2","demographics","age","0","0","0","0","38","1","4278"
"031220","11:45:24","609538363","889419662","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","2812"
"031220","11:45:46","98360176","14857997","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5ea651325e2f000d15bbe1","1","30504"
"031220","11:45:46","98360176","14857997","5.0.14.0","1","2","demographics","age","0","0","0","0","20","1","4768"
"031220","11:45:46","98360176","14857997","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3239"
"031220","11:45:05","422902133","228402747","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d94bdb7b3b07f00181eae13","1","78413"
"031220","11:45:05","422902133","228402747","5.0.14.0","1","2","demographics","age","0","0","0","0","29","1","4862"
"031220","11:45:05","422902133","228402747","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3301"
"031220","22:47:22","905801122","55070196","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5db939e4b4c5e7000ebf9e2","1","80866"
"031220","22:47:22","905801122","55070196","5.0.14.0","1","2","demographics","age","0","0","0","0","21","1","3298"
"031220","22:47:22","905801122","55070196","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","8216"
"031220","11:45:06","439963577","15994639","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","","1","207576"
"031220","11:49:02","804774024","40339482","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d70443e6f0a380017545335","1","5255"
"031220","11:49:02","804774024","40339482","5.0.14.0","1","2","demographics","age","0","0","0","0","35","1","3286"
"031220","11:49:02","804774024","40339482","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","4285"
"031220","19:49:49","41365480","804027520","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e43636343f0052014fd69b1","1","14509"
"031220","19:49:49","41365480","804027520","5.0.14.0","1","2","demographics","age","0","0","0","0","29","1","2520"
"031220","19:49:49","41365480","804027520","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3422"
"031220","11:50:04","216670384","239287828","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e57a93712530a1532ce692a","1","14127"
"031220","11:50:04","216670384","239287828","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","5672"
"031220","11:50:04","216670384","239287828","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","6705"
"031220","11:50:37","596612601","127170777","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5b7c4d7d8c721a00015d2bea","1","7564"
"031220","11:50:37","596612601","127170777","5.0.14.0","1","2","demographics","age","0","0","0","0","60","1","4677"
"031220","11:50:37","596612601","127170777","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","5703"
"031220","11:50:33","22294443","87508304","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5df7eb98dc265f5903cd64b0","1","4682"
"031220","11:50:33","22294443","87508304","5.0.14.0","1","2","demographics","age","0","0","0","0","29","1","7972"
"031220","11:50:33","22294443","87508304","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","3947"
"031220","22:52:16","561316969","399554352","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e54fb0fe6f1364ec4dad720","1","12949"
"031220","22:52:16","561316969","399554352","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","2828"
"031220","22:52:16","561316969","399554352","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","5564"
"031220","11:52:26","822685828","713140717","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e4accc111fc52000b175643","1","17862"
"031220","11:52:26","822685828","713140717","5.0.14.0","1","2","demographics","age","0","0","0","0","33","1","3298"
"031220","11:52:26","822685828","713140717","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","5081"
"031220","11:53:02","391440383","144386175","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e547bea075473480c90b952","1","8919"
"031220","11:53:02","391440383","144386175","5.0.14.0","1","2","demographics","age","0","0","0","0","47","1","3405"
"031220","11:53:02","391440383","144386175","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","4116"
"031220","07:53:21","764670887","806765634","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5a65b1909ae524ee939e2e","1","10961"
"031220","07:53:21","764670887","806765634","5.0.14.0","1","2","demographics","age","0","0","0","0","49","1","5265"
"031220","07:53:21","764670887","806765634","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","8128"
"031220","11:53:35","838613395","155431522","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5978913b7fd7530001343ec3","1","13367"
"031220","11:53:35","838613395","155431522","5.0.14.0","1","2","demographics","age","0","0","0","0","27","1","3816"
"031220","11:53:35","838613395","155431522","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","6168"
"031220","11:54:45","670972555","712507149","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e67962ae1b72a03666db648","1","8007"
"031220","11:54:45","670972555","712507149","5.0.14.0","1","2","demographics","age","0","0","0","0","23","1","2853"
"031220","11:54:45","670972555","712507149","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3303"
"031220","11:54:56","118891969","416617829","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d8131d341253e001c43e0c0","1","8962"
"031220","11:54:56","118891969","416617829","5.0.14.0","1","2","demographics","age","0","0","0","0","51","1","7761"
"031220","11:54:56","118891969","416617829","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","5827"
"031220","11:55:23","970607452","680697412","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","   ","1","74679"
"031220","11:56:58","492794959","501249961","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e57bd898fc59d168d1","1","31663"
"031220","11:56:58","492794959","501249961","5.0.14.0","1","2","demographics","age","0","0","0","0","20","1","2311"
"031220","11:56:58","492794959","501249961","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3347"
"031220","11:57:17","165603955","235898901","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5b95259ac8cfeb0001445813","1","14857"
"031220","11:57:17","165603955","235898901","5.0.14.0","1","2","demographics","age","0","0","0","0","19","1","2896"
"031220","11:57:17","165603955","235898901","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","4120"
"031220","11:58:05","991356359","155035399","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5ba023cd2043374adbf9a1","1","14432"
"031220","11:58:05","991356359","155035399","5.0.14.0","1","2","demographics","age","0","0","0","0","30","1","3308"
"031220","11:58:05","991356359","155035399","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","5209"
"031220","11:58:33","1548609","144843164","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5eb4149ad3de1ea79c3b68","1","4130"
"031220","11:58:33","1548609","144843164","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","2740"
"031220","11:58:33","1548609","144843164","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","4009"
"031220","11:58:27","917779840","191743394","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d9680193314d00014c9df01","1","25744"
"031220","11:58:27","917779840","191743394","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","3379"
"031220","11:58:27","917779840","191743394","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","6312"
"031220","11:58:57","276570987","222387048","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d68eed19a224c0017c5ae0f","1","9514"
"031220","11:58:57","276570987","222387048","5.0.14.0","1","2","demographics","age","0","0","0","0","19","1","4118"
"031220","11:58:57","276570987","222387048","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","2277"
"031220","11:58:22","517017822","477027098","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c8ba877cb9c4400174f","1","60682"
"031220","11:58:22","517017822","477027098","5.0.14.0","1","2","demographics","age","0","0","0","0","20","1","2559"
"031220","11:58:22","517017822","477027098","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","2891"
"031220","11:59:17","122159831","24231941","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e677a1358d31c000aa94c29","1","16857"
"031220","11:59:17","122159831","24231941","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","3664"
"031220","11:59:17","122159831","24231941","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","4330"
"031220","12:00:02","325747893","172893383","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5bbcbe26f01eba00016cc592","1","6454"
"031220","12:00:02","325747893","172893383","5.0.14.0","1","2","demographics","age","0","0","0","0","23","1","6557"
"031220","12:00:02","325747893","172893383","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","6096"
"031220","12:02:36","240528571","258429468","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e516283779c71000b8e4493","1","19428"
"031220","12:02:36","240528571","258429468","5.0.14.0","1","2","demographics","age","0","0","0","0","56","1","2799"
"031220","12:02:36","240528571","258429468","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","3921"
"031220","12:03:16","899448239","210074995","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e4de4cd35eda3248d147679","1","23073"
"031220","12:03:16","899448239","210074995","5.0.14.0","1","2","demographics","age","0","0","0","0","27","1","4430"
"031220","12:03:16","899448239","210074995","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3366"
"031220","12:03:11","345505434","110452783","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e51685231127d19ff51565c","1","25044"
"031220","12:03:11","345505434","110452783","5.0.14.0","1","2","demographics","age","0","0","0","0","19 ","1","4295"
"031220","12:03:11","345505434","110452783","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5310"
"031220","12:03:39","593951010","515572234","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e52e7ffd2273a000a838bef","1","12446"
"031220","12:03:39","593951010","515572234","5.0.14.0","1","2","demographics","age","0","0","0","0","20","1","2692"
"031220","12:03:39","593951010","515572234","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","2005"
"031220","12:03:35","285816625","463015576","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d8b37a1f37dce0019341e39 ","1","5740"
"031220","12:03:35","285816625","463015576","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","2275"
"031220","12:03:35","285816625","463015576","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3643"
"031220","12:03:30","465141918","431447823","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5a10ea43f33020b7e","1","62297"
"031220","12:03:30","465141918","431447823","5.0.14.0","1","2","demographics","age","0","0","0","0","60","1","4627"
"031220","12:03:30","465141918","431447823","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5041"
"031220","12:05:30","215944051","239734667","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e53b07f83c96c3ad4f34751","1","10254"
"031220","12:05:30","215944051","239734667","5.0.14.0","1","2","demographics","age","0","0","0","0","47","1","3886"
"031220","12:05:30","215944051","239734667","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","6190"
"031220","12:05:45","186820716","269137496","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e664e41c8c140000aff922b","1","76986"
"031220","12:05:45","186820716","269137496","5.0.14.0","1","2","demographics","age","0","0","0","0","18","1","3561"
"031220","12:05:45","186820716","269137496","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5281"
"031220","23:07:38","507099536","948858671","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e6575634659d02fb3a1533a","1","27040"
"031220","23:07:38","507099536","948858671","5.0.14.0","1","2","demographics","age","0","0","0","0","36","1","48255"
"031220","23:07:38","507099536","948858671","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","11295"
"031220","12:09:59","862723677","343432499","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d6a24c4f186b3001ae5dfeb","1","6132"
"031220","12:09:59","862723677","343432499","5.0.14.0","1","2","demographics","age","0","0","0","0","40","1","4509"
"031220","12:09:59","862723677","343432499","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","4277"
"031220","12:11:00","936533601","176684558","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e529e9ad9a7ea2ab55835f2","1","7968"
"031220","12:11:00","936533601","176684558","5.0.14.0","1","2","demographics","age","0","0","0","0","52","1","3570"
"031220","12:11:00","936533601","176684558","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5489"
"031220","12:11:20","361304937","289999943","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e5f684cd6bfcc29d1e5da67","1","83081"
"031220","12:11:20","361304937","289999943","5.0.14.0","1","2","demographics","age","0","0","0","0","46","1","4025"
"031220","12:11:20","361304937","289999943","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","6218"
"031220","12:13:57","197758346","546484547","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e566d9ac9175f0247e5514b","1","11335"
"031220","12:13:57","197758346","546484547","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","5179"
"031220","12:13:57","197758346","546484547","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3172"
"031220","12:15:07","395523909","255780972","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5941588d81359000016787bd","1","11732"
"031220","12:15:07","395523909","255780972","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","1857"
"031220","12:15:07","395523909","255780972","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","2744"
"031220","12:15:52","247512559","288314001","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e38ab66d8a9270c873687b5","1","10725"
"031220","12:15:52","247512559","288314001","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","3374"
"031220","12:15:52","247512559","288314001","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","4685"
"031220","12:17:52","524699577","199083806","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e514ee960dd0917e68a1ba5","1","20393"
"031220","12:17:52","524699577","199083806","5.0.14.0","1","2","demographics","age","0","0","0","0","23 ","1","4658"
"031220","12:17:52","524699577","199083806","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","3811"
"031220","23:18:12","831732002","277791233","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e47d17dab53022771694ba1","1","19444"
"031220","23:18:12","831732002","277791233","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","3254"
"031220","23:18:12","831732002","277791233","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3217"
"031220","23:19:18","552240425","293152581","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e05659953b56ef98d539436","1","37825"
"031220","23:19:18","552240425","293152581","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","4201"
"031220","23:19:18","552240425","293152581","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","9013"
"031220","12:21:43","988953605","272916473","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5d77947bd417a50016be696b","1","7252"
"031220","12:21:43","988953605","272916473","5.0.14.0","1","2","demographics","age","0","0","0","0","42","1","7209"
"031220","12:21:43","988953605","272916473","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","8092"
"031220","22:22:42","591803708","3787275","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5cba90cdc73d690019202268","1","16930"
"031220","22:22:42","591803708","3787275","5.0.14.0","1","2","demographics","age","0","0","0","0","41","1","5076"
"031220","22:22:42","591803708","3787275","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","6027"
"031220","12:24:47","39422972","805970026","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e1c9c82b0625401e05c628f","1","4699"
"031220","12:24:47","39422972","805970026","5.0.14.0","1","2","demographics","age","0","0","0","0","21","1","3207"
"031220","12:24:47","39422972","805970026","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","4564"
"031220","12:25:35","250750858","710120464","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e47fe3eb9f56c299dd2f2d7","1","20059"
"031220","12:25:35","250750858","710120464","5.0.14.0","1","2","demographics","age","0","0","0","0","23 ","1","5570"
"031220","12:25:35","250750858","710120464","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3891"
"031220","12:26:48","660419708","875406840","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5e62c43cfd0e5b057a0fa0b9","1","10190"
"031220","12:26:48","660419708","875406840","5.0.14.0","1","2","demographics","age","0","0","0","0","34","1","3528"
"031220","12:26:48","660419708","875406840","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","6218"
"031220","12:26:49","521530715","202252663","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","","1","7634"
"031220","12:27:15","521530715","202252663","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c88e37e879a350016def655","1","76494"
"031220","12:27:15","521530715","202252663","5.0.14.0","1","2","demographics","age","0","0","0","0","19","1","3320"
"031220","12:27:15","521530715","202252663","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5287"
