"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","trialduration","trialtimeout","response","correct","latency"
"031220","10:54:33","674273113","323764856","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","more than half","1","7622"
"031220","10:54:33","674273113","323764856","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","a few","1","2936"
"031220","10:54:33","674273113","323764856","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","a few","1","1752"
"031220","10:54:33","674273113","323764856","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","less than half","1","1724"
"031220","10:54:33","674273113","323764856","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","No, exclude my data (please specify why):","1","4718"
"031220","10:54:33","674273113","323764856","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","4718"
"031220","20:54:24","397019712","211285344","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","22475"
"031220","20:54:24","397019712","211285344","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","about half","1","7304"
"031220","20:54:24","397019712","211285344","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","about half","1","7865"
"031220","20:54:24","397019712","211285344","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","most","1","6552"
"031220","20:54:24","397019712","211285344","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","16123"
"031220","20:54:24","397019712","211285344","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","16123"
"031220","06:09:38","466998427","141306629","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","all","1","28158"
"031220","06:09:38","466998427","141306629","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","about half","1","9577"
"031220","06:09:38","466998427","141306629","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","less than half","1","8749"
"031220","06:09:38","466998427","141306629","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","a few","1","6298"
"031220","06:09:38","466998427","141306629","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","7716"
"031220","06:09:38","466998427","141306629","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","7716"
"031220","11:17:02","893264849","100780069","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","all","1","20344"
"031220","11:17:02","893264849","100780069","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","about half","1","7236"
"031220","11:17:02","893264849","100780069","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","more than half","1","8846"
"031220","11:17:02","893264849","100780069","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","more than half","1","12636"
"031220","11:17:02","893264849","100780069","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","13007"
"031220","11:17:02","893264849","100780069","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","13007"
"031220","11:18:19","762006999","235732843","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","most","1","37876"
"031220","11:18:19","762006999","235732843","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","a few","1","5886"
"031220","11:18:19","762006999","235732843","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","less than half","1","6055"
"031220","11:18:19","762006999","235732843","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","a few","1","6210"
"031220","11:18:19","762006999","235732843","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","4908"
"031220","11:18:19","762006999","235732843","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","4908"
"031220","11:18:49","338848354","807543404","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","none","1","22997"
