"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"071218","17:06:46","583897215","146376097","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","about half","1","21469","0"
"071218","17:06:46","583897215","146376097","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","less than half","1","7837","0"
"071218","17:06:46","583897215","146376097","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","less than half","1","9677","0"
"071218","17:06:46","583897215","146376097","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","a few","1","7122","0"
"071218","17:06:46","583897215","146376097","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","13276","0"
"071218","17:06:46","583897215","146376097","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","13276","0"
"071218","11:03:19","121340817","610671551","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","most","1","70125","0"
"071218","11:03:19","121340817","610671551","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","most","1","11717","0"
"071218","11:03:19","121340817","610671551","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","none","1","14762","0"
"071218","11:03:19","121340817","610671551","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","10901","0"
"071218","11:03:19","121340817","610671551","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","20674","0"
"071218","11:03:19","121340817","610671551","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","20674","0"
"071218","12:08:39","454572017","333926469","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","all","1","8370","0"
"071218","12:08:39","454572017","333926469","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","less than half","1","5509","0"
"071218","12:08:39","454572017","333926469","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","about half","1","3952","0"
"071218","12:08:39","454572017","333926469","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","7558","0"
"071218","12:08:39","454572017","333926469","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","6148","0"
"071218","12:08:39","454572017","333926469","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","6148","0"
"071218","17:08:31","385271324","947750185","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","less than half","1","20748","0"
"071218","17:08:31","385271324","947750185","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","less than half","1","10217","0"
"071218","17:08:31","385271324","947750185","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","less than half","1","13928","0"
"071218","17:08:31","385271324","947750185","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","a few","1","7281","0"
"071218","17:08:31","385271324","947750185","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","6633","0"
"071218","17:08:31","385271324","947750185","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","6633","0"
"071218","12:08:18","180115522","663686450","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","none","1","56576","0"
"071218","12:08:18","180115522","663686450","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","more than half","1","4453","0"
"071218","12:08:18","180115522","663686450","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","a few","1","7957","0"
"071218","12:08:18","180115522","663686450","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","more than half","1","6810","0"
"071218","12:08:18","180115522","663686450","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","4125","0"
