"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","trialduration","trialtimeout","response","correct","latency"
"012320","13:04:37","985503928","314831908","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","","1","19592"
"012320","12:28:06","681132935","163889718","5.0.15.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","24140"
"012320","12:28:06","681132935","163889718","5.0.15.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","more than half","1","7199"
"012320","12:28:06","681132935","163889718","5.0.15.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","more than half","1","7568"
"012320","12:28:06","681132935","163889718","5.0.15.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","about half","1","7050"
"012320","12:28:06","681132935","163889718","5.0.15.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","8119"
"012320","12:28:06","681132935","163889718","5.0.15.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","8119"
"012320","12:38:19","970224731","180926818","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","27702"
"012320","12:38:19","970224731","180926818","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","all","1","11722"
"012320","12:38:19","970224731","180926818","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","most","1","19450"
"012320","12:38:19","970224731","180926818","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","none","1","11244"
"012320","12:38:19","970224731","180926818","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","27279"
"012320","12:38:19","970224731","180926818","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","27279"
"012320","12:39:50","868971590","848717023","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","all","1","18873"
"012320","12:39:50","868971590","848717023","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","none","1","5313"
"012320","12:39:50","868971590","848717023","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","none","1","5453"
"012320","12:39:50","868971590","848717023","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","none","1","6214"
"012320","12:39:50","868971590","848717023","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","4675"
"012320","12:39:50","868971590","848717023","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","4675"
"012320","12:43:59","118306684","614509532","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","15445"
"012320","12:43:59","118306684","614509532","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","none","1","11733"
"012320","12:43:59","118306684","614509532","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","none","1","12250"
"012320","12:43:59","118306684","614509532","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","none","1","10763"
"012320","12:43:59","118306684","614509532","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","18841"
"012320","12:43:59","118306684","614509532","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","18841"
"012320","07:46:11","262939046","59842540","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","7952"
"012320","07:46:11","262939046","59842540","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","all","1","6727"
"012320","07:46:11","262939046","59842540","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","all","1","4632"
"012320","07:46:11","262939046","59842540","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","all","1","6675"
"012320","07:46:11","262939046","59842540","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","9851"
"012320","07:46:11","262939046","59842540","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","9851"
"012320","12:47:19","696662173","519776923","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","all","1","28319"
"012320","12:47:19","696662173","519776923","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","most","1","13540"
"012320","12:47:19","696662173","519776923","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","most","1","9053"
"012320","12:47:19","696662173","519776923","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","a few","1","16148"
"012320","12:47:19","696662173","519776923","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","19351"
"012320","12:47:19","696662173","519776923","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","19351"
"012320","12:49:40","544581221","266569838","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","more than half","1","18676"
"012320","12:49:40","544581221","266569838","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","about half","1","15286"
"012320","12:49:40","544581221","266569838","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","none","1","9646"
"012320","12:49:40","544581221","266569838","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","more than half","1","8223"
"012320","12:49:40","544581221","266569838","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","12825"
"012320","12:49:40","544581221","266569838","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","12825"
"012320","12:50:00","485081329","976702210","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","22957"
"012320","12:50:00","485081329","976702210","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","none","1","28320"
"012320","12:50:00","485081329","976702210","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","a few","1","23058"
"012320","12:50:00","485081329","976702210","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","none","1","9169"
"012320","12:50:00","485081329","976702210","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","No, exclude my data (please specify why):","1","181607"
"012320","12:50:00","485081329","976702210","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","I feel this test was perhaps supposed to be more subliminal and my attention was focused on the chinese characters. The images did not sway my decision but I feel this may be because I am uneasily influenced by images etc.","1","181607"
"012320","12:55:13","277149369","840659829","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","more than half","1","15102"
"012320","12:55:13","277149369","840659829","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","most","1","51679"
"012320","12:55:13","277149369","840659829","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","more than half","1","10575"
"012320","12:55:13","277149369","840659829","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","a few","1","10736"
"012320","12:55:13","277149369","840659829","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","17817"
"012320","12:55:13","277149369","840659829","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","17817"
"012320","12:56:45","45991968","25737401","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","all","1","16904"
"012320","12:56:45","45991968","25737401","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","a few","1","7561"
"012320","12:56:45","45991968","25737401","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","a few","1","26840"
"012320","12:56:45","45991968","25737401","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","a few","1","7499"
"012320","12:56:45","45991968","25737401","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","10544"
"012320","12:56:45","45991968","25737401","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","","1","10544"
"012320","12:56:53","276451436","905803570","5.0.14.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","all","1","26150"
"012320","12:56:53","276451436","905803570","5.0.14.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","more than half","1","12706"
"012320","12:56:53","276451436","905803570","5.0.14.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","a few","1","15476"
"012320","12:56:53","276451436","905803570","5.0.14.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","most","1","10801"
"012320","12:56:53","276451436","905803570","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","24880"
"012320","12:56:53","276451436","905803570","5.0.14.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","","1","24880"
"012320","23:57:29","935637798","497674009","5.0.14.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","most","1","23708"
"012320","23:57:29","935637798","497674009","5.0.14.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","more than half","1","10836"
"012320","23:57:29","935637798","497674009","5.0.14.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","a few","1","11366"
"012320","23:57:29","935637798","497674009","5.0.14.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","more than half","1","14756"
"012320","23:57:29","935637798","497674009","5.0.14.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","Yes, use my data","1","12724"
