"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"071218","15:28:01","94479736","148697371","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","most","1","28446","0"
"071218","15:28:01","94479736","148697371","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","most","1","5740","0"
"071218","15:28:01","94479736","148697371","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","more than half","1","7636","0"
"071218","15:28:01","94479736","148697371","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","most","1","14191","0"
"071218","15:28:01","94479736","148697371","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","8059","0"
"071218","15:28:01","94479736","148697371","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","8059","0"
"071218","15:31:11","697148441","493020342","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","all","1","16311","0"
"071218","15:31:11","697148441","493020342","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","less than half","1","5185","0"
"071218","15:31:11","697148441","493020342","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","a few","1","4667","0"
"071218","15:31:11","697148441","493020342","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","more than half","1","4519","0"
"071218","15:31:11","697148441","493020342","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","10741","0"
"071218","15:31:11","697148441","493020342","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","10741","0"
"071218","15:30:21","45790130","787416013","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","about half","1","62134","0"
"071218","15:30:21","45790130","787416013","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","none","1","12158","0"
"071218","15:30:21","45790130","787416013","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","less than half","1","11860","0"
"071218","15:30:21","45790130","787416013","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","8942","0"
"071218","15:30:21","45790130","787416013","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","6926","0"
"071218","15:30:21","45790130","787416013","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","6926","0"
"071218","15:32:31","832467329","883659666","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","about half","1","13171","0"
"071218","15:32:31","832467329","883659666","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","about half","1","4762","0"
"071218","15:32:31","832467329","883659666","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","about half","1","4911","0"
"071218","15:32:31","832467329","883659666","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","about half","1","4447","0"
"071218","15:32:31","832467329","883659666","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","11964","0"
"071218","15:32:31","832467329","883659666","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","11964","0"
"071218","15:34:08","558161958","46903798","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","all","1","27973","0"
"071218","15:34:08","558161958","46903798","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","none","1","11150","0"
"071218","15:34:08","558161958","46903798","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","none","1","9983","0"
"071218","15:34:08","558161958","46903798","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","none","1","8006","0"
"071218","15:34:08","558161958","46903798","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","19399","0"
"071218","15:34:08","558161958","46903798","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","19399","0"
"071218","15:43:01","750647352","28512505","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","more than half","1","84705","0"
"071218","15:43:01","750647352","28512505","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","more than half","1","21847","0"
"071218","15:43:01","750647352","28512505","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","more than half","1","8674","0"
"071218","15:43:01","750647352","28512505","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","14553","0"
"071218","15:43:01","750647352","28512505","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","11636","0"
"071218","15:43:01","750647352","28512505","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","11636","0"
"071218","15:46:10","590826703","74695784","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","all","1","55739","0"
"071218","15:46:10","590826703","74695784","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","more than half","1","7400","0"
"071218","15:46:10","590826703","74695784","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","about half","1","6491","0"
"071218","15:46:10","590826703","74695784","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","about half","1","7809","0"
"071218","15:46:10","590826703","74695784","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","17779","0"
"071218","15:46:10","590826703","74695784","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","17779","0"
"071218","15:49:24","628784538","682413259","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","all","1","52812","0"
"071218","15:49:24","628784538","682413259","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","a few","1","10375","0"
"071218","15:49:24","628784538","682413259","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","none","1","6758","0"
"071218","15:49:24","628784538","682413259","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","6626","0"
"071218","15:49:24","628784538","682413259","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","11722","0"
"071218","15:49:24","628784538","682413259","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","11722","0"
"071218","10:52:11","117844292","606586116","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","most","1","78771","0"
"071218","10:52:11","117844292","606586116","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","less than half","1","8406","0"
"071218","10:52:11","117844292","606586116","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","a few","1","7875","0"
"071218","10:52:11","117844292","606586116","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","about half","1","7702","0"
"071218","10:52:11","117844292","606586116","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","6575","0"
"071218","10:52:11","117844292","606586116","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","6575","0"
"071218","15:56:43","131692243","488167179","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","less than half","1","14437","0"
"071218","15:56:43","131692243","488167179","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","more than half","1","6027","0"
"071218","15:56:43","131692243","488167179","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","more than half","1","6021","0"
"071218","15:56:43","131692243","488167179","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","less than half","1","8067","0"
"071218","15:56:43","131692243","488167179","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","9382","0"
"071218","15:56:43","131692243","488167179","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","9382","0"
"071218","09:56:46","130661988","560873965","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","all","1","52836","0"
"071218","09:56:46","130661988","560873965","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","about half","1","11047","0"
"071218","09:56:46","130661988","560873965","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","more than half","1","9810","0"
"071218","09:56:46","130661988","560873965","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","a few","1","6344","0"
"071218","09:56:46","130661988","560873965","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","5622","0"
"071218","09:56:46","130661988","560873965","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","5622","0"
"071218","16:59:46","196470792","938096670","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","all","1","16522","0"
"071218","16:59:46","196470792","938096670","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","Sometimes","1","5925","0"
"071218","16:59:46","196470792","938096670","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","Somewhat rarely","1","13504","0"
"071218","16:59:46","196470792","938096670","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","Very rarely","1","8036","0"
"071218","16:59:46","196470792","938096670","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","15278","0"
"071218","16:59:46","196470792","938096670","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","15278","0"
"071218","16:01:33","852726307","496840284","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","more than half","1","8518","0"
"071218","16:01:33","852726307","496840284","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","less than half","1","5863","0"
"071218","16:01:33","852726307","496840284","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","about half","1","3524","0"
"071218","16:01:33","852726307","496840284","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","about half","1","3462","0"
"071218","16:01:33","852726307","496840284","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","9092","0"
"071218","16:01:33","852726307","496840284","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","9092","0"
"071218","11:04:37","90788605","423794130","4.0.10.0","1","1","end_of_study_questions_ifirst","awareness","0","0","0","0","0","0","more than half","1","50423","0"
"071218","11:04:37","90788605","423794130","4.0.10.0","1","2","end_of_study_questions_ifirst","influence_general","0","0","0","0","0","0","less than half","1","11389","0"
"071218","11:04:37","90788605","423794130","4.0.10.0","1","3","end_of_study_questions_ifirst","intentionality","0","0","0","0","0","0","none","1","11020","0"
"071218","11:04:37","90788605","423794130","4.0.10.0","1","4","end_of_study_questions_ifirst","unintentionality","0","0","0","0","0","0","a few","1","8684","0"
"071218","11:04:37","90788605","423794130","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","13096","0"
"071218","11:04:37","90788605","423794130","4.0.10.0","1","5","end_of_study_questions_ifirst","self_exclusion_1other","0","0","0","0","0","0","","1","13096","0"
"071218","16:07:19","307261225","407826805","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","less than half","1","9211","0"
"071218","16:07:19","307261225","407826805","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","about half","1","5389","0"
"071218","16:07:19","307261225","407826805","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","most","1","4718","0"
"071218","16:07:19","307261225","407826805","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","12170","0"
"071218","16:07:19","307261225","407826805","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","14011","0"
"071218","16:07:19","307261225","407826805","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1other","0","0","0","0","0","0","","1","14011","0"
"071218","16:08:44","783468118","377619931","4.0.10.0","1","1","end_of_study_questions_ufirst","awareness","0","0","0","0","0","0","none","1","28381","0"
"071218","16:08:44","783468118","377619931","4.0.10.0","1","2","end_of_study_questions_ufirst","influence_general","0","0","0","0","0","0","none","1","13565","0"
"071218","16:08:44","783468118","377619931","4.0.10.0","1","3","end_of_study_questions_ufirst","unintentionality","0","0","0","0","0","0","a few","1","6657","0"
"071218","16:08:44","783468118","377619931","4.0.10.0","1","4","end_of_study_questions_ufirst","intentionality","0","0","0","0","0","0","none","1","4721","0"
"071218","16:08:44","783468118","377619931","4.0.10.0","1","5","end_of_study_questions_ufirst","self_exclusion_1","0","0","0","0","0","0","Yes, use my data","1","8778","0"
